app_id,default_probability,repayment_probability,risk_score,recommendation,confidence,risk_category,top_risk_factors,actual_outcome,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,title,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,issue_d,state
APP-169402,0.4520312146561246,0.5479687853438754,45.20312146561246,APPROVE_WITH_CONDITIONS,Low,Medium,loan sub-grade (lowers risk); interest rate (raises risk); home ownership (raises risk),Charged Off,17000.0, 36 months,11.53,560.84,B,B5,1 year,RENT,66000.0,Source Verified,credit_card,Credit card refinancing,13.75,9.0,0.0,13525.0,76.8,17.0,w,INDIVIDUAL,0.0,0.0,Aug-2015,AE
APP-330177,0.1997015803712673,0.8002984196287327,19.97015803712673,APPROVE,High,Low,loan sub-grade (lowers risk); interest rate (raises risk); debt-to-income ratio (lowers risk),Fully Paid,3675.0, 36 months,9.91,118.43,B,B1,2 years,RENT,83000.0,Not Verified,credit_card,Credit card refi,7.85,8.0,0.0,11612.0,37.8,34.0,f,INDIVIDUAL,,0.0,Feb-2012,MA
APP-288876,0.39523270864143545,0.6047672913585646,39.52327086414355,APPROVE_WITH_CONDITIONS,Medium,Medium,debt-to-income ratio (raises risk); monthly installment (lowers risk); loan sub-grade (lowers risk),Fully Paid,1000.0, 36 months,14.3,34.33,C,C1,< 1 year,MORTGAGE,41000.0,Not Verified,other,personal loan,26.17,16.0,0.0,24238.0,28.1,34.0,f,INDIVIDUAL,4.0,0.0,Sep-2013,LA
APP-107365,0.5335815190887474,0.4664184809112526,53.35815190887474,REVIEW_MANUAL,Low,High,employment length (raises risk); loan sub-grade (lowers risk); home ownership (raises risk),Charged Off,8875.0, 36 months,13.68,301.95,C,C1,,RENT,39000.0,Verified,debt_consolidation,Bill payoff,19.94,11.0,0.0,4553.0,41.4,18.0,f,INDIVIDUAL,0.0,0.0,Sep-2013,IL
APP-109865,0.46667575137829104,0.5333242486217089,46.667575137829104,APPROVE_WITH_CONDITIONS,Low,Medium,loan issue year (lowers risk); revolving utilization (raises risk); home ownership (raises risk),Fully Paid,12000.0, 36 months,12.84,403.42,C,C2,1 year,RENT,46000.0,Verified,debt_consolidation,Consolidation,19.57,10.0,0.0,27261.0,87.4,33.0,f,INDIVIDUAL,,0.0,Jan-2009,MD
APP-030410,0.6173459469495306,0.3826540530504694,61.73459469495306,REVIEW_MANUAL,Medium,High,loan sub-grade (raises risk); interest rate (lowers risk); debt-to-income ratio (raises risk),Fully Paid,3500.0, 36 months,18.25,126.98,D,D2,2 years,OWN,40000.0,Source Verified,debt_consolidation,freedomloan,30.42,11.0,0.0,6639.0,56.3,23.0,f,INDIVIDUAL,1.0,0.0,Sep-2013,NV
APP-099693,0.4528186469154629,0.5471813530845371,45.28186469154629,APPROVE_WITH_CONDITIONS,Low,Medium,loan sub-grade (raises risk); debt-to-income ratio (lowers risk); total credit lines (raises risk),Fully Paid,5000.0, 36 months,15.61,174.83,D,D1,1 year,OWN,26990.0,Source Verified,debt_consolidation,Debt consolidation,3.3,4.0,0.0,2106.0,33.4,6.0,f,INDIVIDUAL,0.0,0.0,Sep-2014,VT
APP-279894,0.23225293249549245,0.7677470675045075,23.225293249549246,APPROVE,High,Medium,loan sub-grade (lowers risk); total credit lines (lowers risk); interest rate (raises risk),Charged Off,1800.0, 36 months,10.49,58.5,B,B3,10+ years,RENT,35000.0,Not Verified,debt_consolidation,Debt consolidation,8.3,6.0,1.0,2545.0,44.6,58.0,w,INDIVIDUAL,0.0,1.0,Nov-2014,WV
APP-096992,0.22707239477841,0.77292760522159,22.707239477841,APPROVE,High,Medium,loan sub-grade (lowers risk); interest rate (raises risk); debt-to-income ratio (lowers risk),Fully Paid,2850.0, 36 months,6.54,87.41,A,A4,< 1 year,RENT,115000.0,Not Verified,debt_consolidation,Debt Consolidation,11.07,7.0,0.0,21504.0,45.4,32.0,f,INDIVIDUAL,,0.0,Jan-2011,NY
APP-370142,0.7899676822295845,0.21003231777041553,78.99676822295845,REJECT,High,High,loan sub-grade (raises risk); interest rate (lowers risk); high-risk grade (E/F/G) (lowers risk),Charged Off,25000.0, 36 months,19.79,926.37,F,F5,10+ years,MORTGAGE,123000.0,Verified,debt_consolidation,Debt Consolidation,22.58,22.0,0.0,57494.0,72.6,40.0,f,INDIVIDUAL,,0.0,Apr-2010,IA
APP-082998,0.12964298580130043,0.8703570141986996,12.964298580130043,APPROVE,High,Low,loan sub-grade (lowers risk); interest rate (raises risk); debt-to-income ratio (lowers risk),Fully Paid,20000.0, 36 months,6.17,131.15,A,A3,10+ years,MORTGAGE,81000.0,Verified,home_improvement,home_improvement,3.08,10.0,0.0,11093.0,17.4,23.0,f,INDIVIDUAL,,0.0,Nov-2010,OH
APP-244185,0.5310196326641765,0.4689803673358235,53.10196326641765,REVIEW_MANUAL,Low,High,loan sub-grade (raises risk); 60-month term (raises risk); annual income (lowers risk),Charged Off,35000.0, 60 months,17.57,880.61,D,D4,10+ years,MORTGAGE,188000.0,Source Verified,debt_consolidation,Debt consolidation,7.41,18.0,0.0,18414.0,28.7,36.0,w,INDIVIDUAL,5.0,0.0,May-2014,AE
APP-251051,0.8410298889442944,0.15897011105570558,84.10298889442944,REJECT,High,High,loan sub-grade (raises risk); interest rate (lowers risk); 60-month term (raises risk),Fully Paid,11500.0, 60 months,21.67,315.47,E,E5,3 years,RENT,65500.0,Verified,small_business,Business,25.93,9.0,0.0,13642.0,53.3,23.0,f,INDIVIDUAL,0.0,0.0,Mar-2015,IL
APP-185269,0.4350128267403468,0.5649871732596532,43.501282674034684,APPROVE_WITH_CONDITIONS,Low,Medium,loan sub-grade (lowers risk); has bankruptcy record (lowers risk); interest rate (raises risk),Charged Off,10475.0, 36 months,11.53,345.58,B,B5,10+ years,RENT,70000.0,Source Verified,debt_consolidation,Debt consolidation,23.32,9.0,1.0,6105.0,35.7,25.0,f,INDIVIDUAL,2.0,1.0,Apr-2015,WI
APP-281813,0.34131482363003457,0.6586851763699655,34.13148236300346,APPROVE_WITH_CONDITIONS,Medium,Medium,loan sub-grade (lowers risk); interest rate (raises risk); home ownership (raises risk),Fully Paid,17000.0, 36 months,11.67,561.97,B,B4,1 year,RENT,80000.0,Not Verified,debt_consolidation,Debt consolidation,12.56,9.0,0.0,17459.0,31.7,14.0,w,INDIVIDUAL,0.0,0.0,Jul-2014,NM
APP-256010,0.212025241212401,0.787974758787599,21.2025241212401,APPROVE,High,Medium,loan sub-grade (lowers risk); debt-to-income ratio (lowers risk); interest rate (raises risk),Fully Paid,25000.0, 36 months,9.76,803.87,B,B1,10+ years,MORTGAGE,77646.4,Verified,debt_consolidation,Debt Consolidation 2012,3.17,5.0,0.0,7970.0,43.3,16.0,f,INDIVIDUAL,,0.0,Mar-2012,DC
APP-215594,0.6899208998828209,0.3100791001171791,68.99208998828209,REVIEW_MANUAL,Medium,High,loan sub-grade (raises risk); debt-to-income ratio (raises risk); revolving utilization (raises risk),Charged Off,6000.0, 36 months,14.65,206.97,C,C5,2 years,RENT,37000.0,Verified,debt_consolidation,Debt consolidation,31.72,6.0,0.0,9305.0,93.0,8.0,f,INDIVIDUAL,0.0,0.0,Jun-2015,FL
APP-043465,0.637792964961089,0.36220703503891105,63.7792964961089,REVIEW_MANUAL,Medium,High,loan sub-grade (raises risk); interest rate (lowers risk); debt-to-income ratio (raises risk),Fully Paid,16000.0, 36 months,17.77,576.6,D,D1,10+ years,RENT,36000.0,Not Verified,debt_consolidation,Debt consolidation,27.2,11.0,0.0,16152.0,61.6,23.0,w,INDIVIDUAL,0.0,0.0,Jan-2013,AK
APP-002681,0.4625725636117715,0.5374274363882285,46.25725636117715,APPROVE_WITH_CONDITIONS,Low,Medium,loan sub-grade (raises risk); interest rate (lowers risk); home ownership (raises risk),Fully Paid,13200.0, 36 months,15.88,463.3,C,C4,< 1 year,RENT,68000.0,Not Verified,debt_consolidation,Credit Card consolidation/refinance ,16.04,6.0,0.0,5741.0,41.0,30.0,f,INDIVIDUAL,0.0,0.0,Jul-2013,LA
APP-117217,0.6349860242381621,0.3650139757618379,63.49860242381621,REVIEW_MANUAL,Medium,High,loan sub-grade (raises risk); open credit lines (raises risk); debt-to-income ratio (raises risk),Fully Paid,15000.0, 36 months,16.29,529.51,D,D2,10+ years,RENT,100000.0,Verified,other,Other,25.2,22.0,0.0,11770.0,70.5,45.0,w,INDIVIDUAL,4.0,0.0,Sep-2014,NJ
APP-142047,0.4745859704223201,0.5254140295776799,47.45859704223201,APPROVE_WITH_CONDITIONS,Low,Medium,loan sub-grade (lowers risk); 60-month term (raises risk); interest rate (raises risk),Fully Paid,20000.0, 60 months,10.49,429.78,B,B3,6 years,MORTGAGE,110000.0,Source Verified,debt_consolidation,Debt consolidation,10.76,11.0,0.0,12149.0,73.2,19.0,f,INDIVIDUAL,3.0,0.0,Jan-2015,TN
APP-003860,0.3208352771973439,0.679164722802656,32.08352771973439,APPROVE_WITH_CONDITIONS,Medium,Medium,revolving utilization (raises risk); loan sub-grade (lowers risk); monthly installment (lowers risk),Fully Paid,2200.0, 36 months,13.68,74.85,C,C1,5 years,MORTGAGE,110000.0,Verified,debt_consolidation,Disc,14.8,13.0,0.0,52551.0,94.7,29.0,f,INDIVIDUAL,5.0,0.0,Jul-2013,IL
APP-093855,0.5103064546220758,0.4896935453779242,51.03064546220758,REVIEW_MANUAL,Low,High,loan sub-grade (raises risk); interest rate (lowers risk); 60-month term (raises risk),Fully Paid,35000.0, 60 months,19.2,911.78,D,D3,10+ years,MORTGAGE,115000.0,Verified,debt_consolidation,Debt consolidation,8.54,10.0,0.0,16867.0,50.2,33.0,f,INDIVIDUAL,5.0,0.0,Nov-2013,HI
APP-052466,0.3849146153822502,0.6150853846177498,38.49146153822502,APPROVE_WITH_CONDITIONS,Medium,Medium,loan sub-grade (lowers risk); home ownership (raises risk); 60-month term (lowers risk),Fully Paid,10000.0, 36 months,12.85,336.22,B,B4,1 year,RENT,46000.0,Not Verified,debt_consolidation,Debt Loan,15.5,10.0,0.0,10622.0,72.8,16.0,f,INDIVIDUAL,0.0,0.0,Dec-2013,OR
APP-087472,0.2730306905080101,0.7269693094919899,27.30306905080101,APPROVE,High,Medium,loan sub-grade (lowers risk); interest rate (raises risk); revolving utilization (raises risk),Fully Paid,9600.0, 36 months,9.17,306.04,B,B1,10+ years,MORTGAGE,53000.0,Not Verified,debt_consolidation,Debt consolidation,14.02,10.0,0.0,13681.0,82.9,20.0,w,INDIVIDUAL,5.0,0.0,Jun-2014,UT
APP-150452,0.40756648285290015,0.5924335171470998,40.75664828529001,APPROVE_WITH_CONDITIONS,Low,Medium,loan sub-grade (lowers risk); interest rate (raises risk); 60-month term (lowers risk),Fully Paid,12250.0, 36 months,11.55,404.25,B,B3,2 years,OWN,35000.0,Not Verified,debt_consolidation,credit cards gone,17.3,8.0,0.0,16125.0,79.4,16.0,f,INDIVIDUAL,0.0,0.0,Jul-2013,NM
APP-117039,0.4106211631945753,0.5893788368054247,41.06211631945753,APPROVE_WITH_CONDITIONS,Low,Medium,loan sub-grade (lowers risk); interest rate (raises risk); revolving utilization (raises risk),Fully Paid,3500.0, 36 months,10.15,113.19,B,B2,4 years,RENT,82000.0,Not Verified,credit_card,Credit card refinancing,20.02,15.0,0.0,3676.0,85.5,16.0,f,INDIVIDUAL,0.0,0.0,May-2014,MI
APP-342483,0.6701062463422272,0.32989375365777285,67.01062463422272,REVIEW_MANUAL,Medium,High,loan sub-grade (raises risk); interest rate (lowers risk); debt-to-income ratio (raises risk),Fully Paid,20950.0, 36 months,17.77,754.98,D,D1,9 years,RENT,50000.0,Verified,debt_consolidation,Consolidation,27.84,14.0,1.0,26191.0,51.2,22.0,w,INDIVIDUAL,0.0,1.0,Mar-2013,HI
APP-263532,0.6031005662611912,0.39689943373880876,60.31005662611912,REVIEW_MANUAL,Medium,High,loan sub-grade (raises risk); interest rate (lowers risk); debt-to-income ratio (lowers risk),Charged Off,5075.0, 36 months,17.57,182.39,D,D2,< 1 year,RENT,21000.0,Source Verified,debt_consolidation,Debt consolidation,10.0,9.0,0.0,4884.0,85.7,18.0,w,INDIVIDUAL,0.0,0.0,Apr-2014,NV
APP-309405,0.3961016908561412,0.6038983091438588,39.610169085614125,APPROVE_WITH_CONDITIONS,Medium,Medium,loan sub-grade (lowers risk); interest rate (raises risk); debt-to-income ratio (raises risk),Charged Off,2800.0, 36 months,7.9,87.62,A,A4,,RENT,10068.0,Verified,car,auto loan,31.23,9.0,0.0,7502.0,21.3,15.0,f,INDIVIDUAL,0.0,0.0,Aug-2012,AZ
APP-138941,0.5562285558130429,0.44377144418695713,55.622855581304286,REVIEW_MANUAL,Low,High,loan sub-grade (raises risk); interest rate (lowers risk); home ownership (lowers risk),Fully Paid,15500.0, 36 months,17.57,557.03,D,D4,10+ years,MORTGAGE,84012.0,Not Verified,debt_consolidation,Debt consolidation,21.37,8.0,0.0,17855.0,79.0,21.0,w,INDIVIDUAL,6.0,0.0,Jul-2014,MI
APP-142259,0.29827117794882224,0.7017288220511777,29.827117794882223,APPROVE,High,Medium,loan sub-grade (lowers risk); home ownership (lowers risk); 60-month term (lowers risk),Fully Paid,10000.0, 36 months,12.12,332.72,B,B3,10+ years,MORTGAGE,40000.0,Verified,debt_consolidation,Debt Consolidation Program,14.73,6.0,0.0,15526.0,52.5,15.0,f,INDIVIDUAL,2.0,0.0,May-2012,MN
APP-116651,0.46257214280544884,0.5374278571945512,46.257214280544886,APPROVE_WITH_CONDITIONS,Low,Medium,60-month term (raises risk); revolving utilization (lowers risk); debt-to-income ratio (lowers risk),Fully Paid,4000.0, 60 months,13.61,92.27,C,C2,7 years,MORTGAGE,55000.0,Not Verified,debt_consolidation,Loan,9.95,8.0,1.0,1513.0,11.0,16.0,f,INDIVIDUAL,,0.0,Jun-2010,SC
APP-343050,0.5257110664008865,0.4742889335991135,52.57110664008865,REVIEW_MANUAL,Low,High,loan sub-grade (raises risk); interest rate (lowers risk); annual income (lowers risk),Charged Off,24000.0, 36 months,19.05,880.36,D,D4,1 year,MORTGAGE,150000.0,Source Verified,debt_consolidation,Debt Payoff,18.96,18.0,0.0,17289.0,70.0,38.0,f,INDIVIDUAL,2.0,0.0,Jul-2012,ME
APP-021143,0.39069406457109856,0.6093059354289014,39.06940645710986,APPROVE_WITH_CONDITIONS,Medium,Medium,loan sub-grade (lowers risk); interest rate (raises risk); 60-month term (raises risk),Charged Off,10000.0, 60 months,7.39,199.86,A,A4,10+ years,RENT,120000.0,Source Verified,credit_card,Credit card refinancing,24.71,18.0,0.0,7490.0,11.0,43.0,w,INDIVIDUAL,2.0,0.0,Jun-2016,NV
APP-377679,0.5144692702261914,0.4855307297738086,51.446927022619136,REVIEW_MANUAL,Low,High,60-month term (raises risk); has bankruptcy record (lowers risk); total credit lines (lowers risk),Fully Paid,16000.0, 60 months,14.64,377.63,C,C3,10+ years,RENT,62300.0,Verified,debt_consolidation,Debt consolidation,18.53,10.0,1.0,6655.0,30.0,45.0,w,INDIVIDUAL,6.0,1.0,Feb-2014,OH
APP-378075,0.3267833538795148,0.6732166461204852,32.67833538795148,APPROVE_WITH_CONDITIONS,Medium,Medium,annual income (lowers risk); loan sub-grade (lowers risk); revolving balance (lowers risk),Fully Paid,15000.0, 36 months,11.49,494.57,B,B5,< 1 year,MORTGAGE,198000.0,Verified,other,Other,13.13,12.0,0.0,98300.0,54.7,28.0,f,INDIVIDUAL,2.0,0.0,Aug-2016,SD
APP-174221,0.7463856222456123,0.25361437775438767,74.63856222456123,REJECT,High,High,loan sub-grade (raises risk); interest rate (lowers risk); 60-month term (raises risk),Fully Paid,16800.0, 60 months,23.63,479.71,F,F3,2 years,MORTGAGE,95000.0,Source Verified,other,loan for my use,8.63,10.0,0.0,11136.0,76.8,15.0,f,INDIVIDUAL,1.0,0.0,Jul-2013,MT
APP-190937,0.3307638152917041,0.6692361847082959,33.07638152917041,APPROVE_WITH_CONDITIONS,Medium,Medium,debt-to-income ratio (lowers risk); revolving utilization (raises risk); mortgage accounts (lowers risk),Fully Paid,6400.0, 36 months,13.33,216.66,C,C3,10+ years,MORTGAGE,94000.0,Not Verified,debt_consolidation,Debt consolidation,6.33,7.0,0.0,16112.0,91.1,17.0,f,INDIVIDUAL,7.0,0.0,Jul-2015,AE
APP-257114,0.346243442116372,0.653756557883628,34.6243442116372,APPROVE_WITH_CONDITIONS,Medium,Medium,loan sub-grade (lowers risk); debt-to-income ratio (raises risk); interest rate (raises risk),Fully Paid,7000.0, 36 months,11.14,229.64,B,B2,1 year,OWN,39923.0,Source Verified,debt_consolidation,Personal Loan,30.16,8.0,0.0,10320.0,43.9,29.0,f,INDIVIDUAL,0.0,0.0,Oct-2012,DC
APP-206144,0.6391066634782955,0.3608933365217045,63.91066634782955,REVIEW_MANUAL,Medium,High,loan sub-grade (raises risk); high-risk purpose (raises risk); debt-to-income ratio (raises risk),Fully Paid,10000.0, 36 months,16.55,354.3,D,D2,10+ years,RENT,65000.0,Verified,medical,Medical expenses,26.77,10.0,1.0,5369.0,49.3,38.0,w,INDIVIDUAL,4.0,1.0,Nov-2015,TN
APP-367450,0.37767110308403307,0.6223288969159669,37.7671103084033,APPROVE_WITH_CONDITIONS,Medium,Medium,loan sub-grade (lowers risk); 60-month term (raises risk); total credit lines (lowers risk),Fully Paid,27000.0, 60 months,13.11,615.86,B,B4,8 years,MORTGAGE,90000.0,Verified,debt_consolidation,Consolidation,13.83,18.0,0.0,29462.0,49.9,58.0,f,INDIVIDUAL,1.0,0.0,Feb-2013,CA
APP-166803,0.14911369112094366,0.8508863088790564,14.911369112094366,APPROVE,High,Low,loan sub-grade (lowers risk); interest rate (raises risk); annual income (lowers risk),Fully Paid,6000.0, 36 months,5.32,180.69,A,A1,< 1 year,MORTGAGE,145000.0,Source Verified,credit_card,Credit card refinancing,10.14,9.0,0.0,13709.0,26.1,20.0,w,INDIVIDUAL,6.0,0.0,Aug-2015,WY
APP-328462,0.48880640022560135,0.5111935997743986,48.88064002256014,APPROVE_WITH_CONDITIONS,Low,Medium,loan sub-grade (raises risk); debt-to-income ratio (lowers risk); loan issue year (lowers risk),Fully Paid,7000.0, 36 months,13.85,238.73,C,C4,2 years,RENT,25000.0,Source Verified,debt_consolidation,Debt Consolidation,10.22,7.0,0.0,3767.0,81.9,14.0,f,INDIVIDUAL,,0.0,Apr-2010,AK
APP-388720,0.4748310331513234,0.5251689668486765,47.48310331513234,APPROVE_WITH_CONDITIONS,Low,Medium,debt-to-income ratio (raises risk); interest rate (lowers risk); home ownership (raises risk),Fully Paid,10000.0, 36 months,15.8,350.59,C,C3,8 years,RENT,65000.0,Verified,debt_consolidation,debt reconsolidation,24.94,9.0,0.0,6693.0,47.6,27.0,w,INDIVIDUAL,0.0,0.0,Dec-2012,NC
APP-307712,0.45548387573419685,0.5445161242658032,45.54838757341969,APPROVE_WITH_CONDITIONS,Low,Medium,debt-to-income ratio (raises risk); total credit lines (lowers risk); loan sub-grade (lowers risk),Fully Paid,11200.0, 36 months,11.53,369.5,B,B5,3 years,OWN,116000.0,Source Verified,other,Other,32.65,23.0,0.0,43208.0,59.8,67.0,w,INDIVIDUAL,2.0,0.0,Oct-2015,NY
APP-393374,0.3748922190099344,0.6251077809900656,37.48922190099344,APPROVE_WITH_CONDITIONS,Medium,Medium,loan sub-grade (lowers risk); interest rate (raises risk); debt-to-income ratio (lowers risk),Fully Paid,11000.0, 36 months,10.15,355.72,B,B2,8 years,RENT,55000.0,Verified,debt_consolidation,Debt consolidation,9.06,4.0,0.0,6227.0,42.1,8.0,f,INDIVIDUAL,0.0,0.0,May-2014,AA
APP-278561,0.590885784447581,0.409114215552419,59.0885784447581,REVIEW_MANUAL,Low,High,loan sub-grade (raises risk); interest rate (lowers risk); open credit lines (raises risk),Charged Off,9325.0, 36 months,18.24,338.25,D,D5,10+ years,MORTGAGE,62738.0,Source Verified,debt_consolidation,Debt consolidation,13.85,22.0,0.0,12514.0,69.9,29.0,w,INDIVIDUAL,4.0,0.0,May-2014,VT
APP-120851,0.6196945267186871,0.3803054732813129,61.96945267186871,REVIEW_MANUAL,Medium,High,loan sub-grade (raises risk); interest rate (lowers risk); debt-to-income ratio (lowers risk),Charged Off,11000.0, 36 months,17.57,395.31,D,D4,1 year,RENT,35000.0,Not Verified,debt_consolidation,Debt consolidation,9.84,10.0,0.0,9273.0,79.3,22.0,w,INDIVIDUAL,0.0,0.0,Jul-2014,VT
APP-301040,0.6204128187501209,0.3795871812498791,62.04128187501209,REVIEW_MANUAL,Medium,High,loan sub-grade (raises risk); interest rate (lowers risk); high-risk grade (E/F/G) (lowers risk),Fully Paid,9250.0, 36 months,21.49,350.83,E,E3,,OWN,68000.0,Verified,debt_consolidation,Debt Consolidation,13.36,3.0,0.0,2786.0,84.4,7.0,f,INDIVIDUAL,2.0,0.0,May-2013,WA
APP-268935,0.5424505576108953,0.45754944238910467,54.24505576108953,REVIEW_MANUAL,Low,High,loan sub-grade (raises risk); interest rate (lowers risk); debt-to-income ratio (lowers risk),Fully Paid,15550.0, 36 months,18.24,564.05,D,D5,10+ years,MORTGAGE,68400.0,Source Verified,debt_consolidation,Debt consolidation,9.51,9.0,0.0,17507.0,72.6,16.0,w,INDIVIDUAL,5.0,0.0,Jul-2014,FL
APP-207046,0.4311027809322909,0.5688972190677091,43.110278093229084,APPROVE_WITH_CONDITIONS,Low,Medium,loan sub-grade (lowers risk); debt-to-income ratio (raises risk); interest rate (raises risk),Fully Paid,15000.0, 36 months,9.99,483.94,B,B3,2 years,RENT,70000.0,Source Verified,debt_consolidation,Debt consolidation,29.16,11.0,0.0,19890.0,46.8,28.0,w,INDIVIDUAL,4.0,0.0,Sep-2015,MA
APP-233270,0.7326608552369172,0.26733914476308285,73.26608552369171,REJECT,High,High,loan sub-grade (raises risk); interest rate (lowers risk); 60-month term (raises risk),Charged Off,35000.0, 60 months,24.99,1027.1,F,F4,5 years,OWN,100000.0,Verified,small_business,Business,11.75,9.0,0.0,10423.0,28.4,34.0,f,INDIVIDUAL,15.0,0.0,Nov-2013,MN
APP-355632,0.3211996415090882,0.6788003584909118,32.11996415090882,APPROVE_WITH_CONDITIONS,Medium,Medium,debt-to-income ratio (lowers risk); has bankruptcy record (lowers risk); has public record (raises risk),Fully Paid,4000.0, 36 months,13.35,135.46,C,C2,10+ years,MORTGAGE,108000.0,Not Verified,other,Other,6.76,6.0,1.0,8748.0,73.5,13.0,f,INDIVIDUAL,5.0,1.0,Jun-2014,AE
APP-273177,0.47629220981303805,0.523707790186962,47.6292209813038,APPROVE_WITH_CONDITIONS,Low,Medium,loan sub-grade (raises risk); interest rate (lowers risk); debt-to-income ratio (lowers risk),Charged Off,3000.0, 36 months,17.77,108.12,D,D1,1 year,RENT,60000.0,Not Verified,car,Car Repair,7.5,5.0,0.0,7874.0,93.7,7.0,f,INDIVIDUAL,0.0,0.0,Mar-2013,LA
APP-038422,0.28344149013335623,0.7165585098666438,28.344149013335624,APPROVE,High,Medium,loan sub-grade (lowers risk); debt-to-income ratio (lowers risk); home ownership (raises risk),Fully Paid,5000.0, 36 months,12.12,166.36,B,B3,5 years,RENT,90000.0,Not Verified,debt_consolidation,Debt consolidation loan,8.06,12.0,0.0,9455.0,63.5,35.0,f,INDIVIDUAL,0.0,0.0,Jan-2013,NV
APP-146616,0.342662705018172,0.657337294981828,34.266270501817196,APPROVE_WITH_CONDITIONS,Medium,Medium,loan sub-grade (lowers risk); interest rate (raises risk); 60-month term (raises risk),Fully Paid,20000.0, 60 months,7.89,404.48,A,A5,,MORTGAGE,104000.0,Source Verified,home_improvement,Home improvement,7.57,14.0,0.0,25756.0,26.6,23.0,w,INDIVIDUAL,4.0,0.0,Jul-2015,SC
APP-277107,0.6354283463585035,0.36457165364149646,63.542834635850355,REVIEW_MANUAL,Medium,High,loan sub-grade (raises risk); interest rate (lowers risk); high-risk grade (E/F/G) (lowers risk),Charged Off,1400.0, 36 months,18.99,51.32,E,E1,,RENT,17600.0,Source Verified,debt_consolidation,Debt consolidation,10.91,5.0,0.0,5147.0,75.7,6.0,f,INDIVIDUAL,0.0,0.0,Oct-2014,CA
APP-301150,0.4782112387877713,0.5217887612122287,47.82112387877713,APPROVE_WITH_CONDITIONS,Low,Medium,loan sub-grade (lowers risk); interest rate (raises risk); employment length (raises risk),Fully Paid,3500.0, 36 months,8.67,110.77,B,B1,,OWN,30000.0,Source Verified,debt_consolidation,Debt consolidation,20.96,10.0,0.0,16301.0,62.0,11.0,f,INDIVIDUAL,0.0,0.0,Jan-2015,NY
APP-052575,0.3784048528295988,0.6215951471704012,37.84048528295988,APPROVE_WITH_CONDITIONS,Medium,Medium,revolving utilization (raises risk); loan sub-grade (lowers risk); home ownership (lowers risk),Fully Paid,10000.0, 36 months,13.99,341.73,C,C1,9 years,MORTGAGE,92745.0,Source Verified,credit_card,CC Refi,21.53,14.0,0.0,31089.0,88.6,32.0,f,INDIVIDUAL,4.0,0.0,Apr-2012,MT
APP-038056,0.2329692034710237,0.7670307965289763,23.296920347102372,APPROVE,High,Medium,loan sub-grade (lowers risk); interest rate (raises risk); revolving utilization (lowers risk),Fully Paid,12000.0, 36 months,7.88,375.38,A,A5,10+ years,MORTGAGE,65000.0,Verified,home_improvement,Signature Loan,15.01,12.0,0.0,995.0,2.5,19.0,f,INDIVIDUAL,,0.0,Jul-2010,MD
APP-232378,0.3114507880148007,0.6885492119851992,31.145078801480068,APPROVE_WITH_CONDITIONS,Medium,Medium,60-month term (raises risk); loan sub-grade (lowers risk); annual income (lowers risk),Fully Paid,12600.0, 60 months,12.99,286.63,B,B5,10+ years,MORTGAGE,150000.0,Not Verified,home_improvement,Home improvement,11.01,9.0,0.0,10171.0,33.2,33.0,w,INDIVIDUAL,3.0,0.0,May-2014,AK
APP-009401,0.6199001830877482,0.3800998169122518,61.99001830877482,REVIEW_MANUAL,Medium,High,loan sub-grade (raises risk); interest rate (lowers risk); debt-to-income ratio (raises risk),Charged Off,17050.0, 36 months,15.88,598.42,C,C4,2 years,RENT,38500.0,Source Verified,debt_consolidation,Debt consolidation,23.0,15.0,0.0,15470.0,75.1,23.0,f,INDIVIDUAL,0.0,0.0,Jul-2013,PA
APP-054478,0.6704344842530139,0.3295655157469861,67.04344842530139,REVIEW_MANUAL,Medium,High,loan sub-grade (raises risk); interest rate (lowers risk); debt-to-income ratio (raises risk),Charged Off,5950.0, 36 months,18.24,215.83,D,D5,10+ years,MORTGAGE,38022.0,Source Verified,debt_consolidation,Debt consolidation,27.94,11.0,0.0,13067.0,51.9,17.0,w,INDIVIDUAL,1.0,0.0,Oct-2014,CA
APP-217442,0.5070282219458119,0.4929717780541881,50.70282219458119,REVIEW_MANUAL,Low,High,loan sub-grade (raises risk); high-risk grade (E/F/G) (lowers risk); interest rate (lowers risk),Fully Paid,15775.0, 36 months,18.25,572.29,E,E1,10+ years,MORTGAGE,65000.0,Source Verified,debt_consolidation,Debt consolidation,10.12,7.0,2.0,3341.0,75.9,21.0,f,INDIVIDUAL,6.0,1.0,May-2015,NY
APP-237513,0.26567569811363445,0.7343243018863655,26.567569811363445,APPROVE,High,Medium,debt-to-income ratio (lowers risk); annual income (lowers risk); high-risk purpose (raises risk),Fully Paid,5000.0, 36 months,15.31,174.09,C,C2,10+ years,MORTGAGE,175000.0,Verified,medical,Medical expenses,4.25,7.0,0.0,15716.0,66.9,29.0,f,INDIVIDUAL,5.0,0.0,Jun-2013,IA
